,signal,class,chunk_num,chunk_start,chunk_end,neighbor_0
1641,-0.998879,0,7,1559,2010,-0.998879
1642,-0.422834,0,7,1559,2010,-0.422834
1643,0.503246,0,7,1559,2010,0.503246
1644,-0.104287,0,7,1559,2010,-0.104287
1645,0.336496,0,7,1559,2010,0.336496
1646,0.687952,0,7,1559,2010,0.687952
1647,-0.01268,0,7,1559,2010,-0.01268
1648,1.330846,0,7,1559,2010,1.330846
1649,2.711922,0,7,1559,2010,2.711922
1650,1.073131,0,7,1559,2010,1.073131
1651,-1.488485,0,7,1559,2010,-1.488485
1652,-2.08889,0,7,1559,2010,-2.08889
1653,1.269197,0,7,1559,2010,1.269197
1654,0.904286,0,7,1559,2010,0.904286
1655,1.64984,0,7,1559,2010,1.64984
1656,1.406058,0,7,1559,2010,1.406058
1657,0.238707,0,7,1559,2010,0.238707
1658,-0.810165,0,7,1559,2010,-0.810165
1659,0.627906,0,7,1559,2010,0.627906
1660,1.676454,0,7,1559,2010,1.676454
1661,0.044842,0,7,1559,2010,0.044842
1662,-2.218742,0,7,1559,2010,-2.218742
1663,-0.423967,0,7,1559,2010,-0.423967
1664,-0.376476,0,7,1559,2010,-0.376476
1665,0.638525,0,7,1559,2010,0.638525
1666,1.977542,0,7,1559,2010,1.977542
1667,1.576235,0,7,1559,2010,1.576235
1668,1.089298,0,7,1559,2010,1.089298
1669,-0.347262,0,7,1559,2010,-0.347262
1670,0.3172,0,7,1559,2010,0.3172
1671,0.478596,0,7,1559,2010,0.478596
1672,0.048361,0,7,1559,2010,0.048361
1673,-0.023155,0,7,1559,2010,-0.023155
1674,0.213603,0,7,1559,2010,0.213603
1675,-0.292664,0,7,1559,2010,-0.292664
1676,0.207447,0,7,1559,2010,0.207447
1677,-0.348294,0,7,1559,2010,-0.348294
1678,-1.570124,0,7,1559,2010,-1.570124
1679,0.177154,0,7,1559,2010,0.177154
1680,-0.786692,0,7,1559,2010,-0.786692
1681,0.554394,0,7,1559,2010,0.554394
1682,-0.285633,0,7,1559,2010,-0.285633
1683,-1.239392,0,7,1559,2010,-1.239392
1684,-2.130251,0,7,1559,2010,-2.130251
1685,-1.0193,0,7,1559,2010,-1.0193
1686,-1.652422,0,7,1559,2010,-1.652422
1687,0.498242,0,7,1559,2010,0.498242
1688,0.605298,0,7,1559,2010,0.605298
1689,0.547309,0,7,1559,2010,0.547309
1690,-0.318042,0,7,1559,2010,-0.318042
1691,-0.703723,0,7,1559,2010,-0.703723
1692,0.171433,0,7,1559,2010,0.171433
1693,1.181556,0,7,1559,2010,1.181556
1694,0.236499,0,7,1559,2010,0.236499
1695,-1.122,0,7,1559,2010,-1.122
1696,-0.129393,0,7,1559,2010,-0.129393
1697,-0.85393,0,7,1559,2010,-0.85393
1698,-1.533612,0,7,1559,2010,-1.533612
1699,0.625677,0,7,1559,2010,0.625677
1700,-0.089946,0,7,1559,2010,-0.089946
1701,-0.241741,0,7,1559,2010,-0.241741
1702,-1.085734,0,7,1559,2010,-1.085734
1703,-1.41574,0,7,1559,2010,-1.41574
1704,0.583808,0,7,1559,2010,0.583808
1705,-0.64794,0,7,1559,2010,-0.64794
1706,0.59506,0,7,1559,2010,0.59506
1707,-1.195867,0,7,1559,2010,-1.195867
1708,-0.600237,0,7,1559,2010,-0.600237
1709,-0.806837,0,7,1559,2010,-0.806837
1710,0.055544,0,7,1559,2010,0.055544
1711,-0.393048,0,7,1559,2010,-0.393048
1712,0.640014,0,7,1559,2010,0.640014
1713,1.654398,0,7,1559,2010,1.654398
1714,-2.208507,0,7,1559,2010,-2.208507
1715,1.14584,0,7,1559,2010,1.14584
1716,0.110816,0,7,1559,2010,0.110816
1717,0.041179,0,7,1559,2010,0.041179
1718,-1.187336,0,7,1559,2010,-1.187336
1719,0.142788,0,7,1559,2010,0.142788
1720,0.815425,0,7,1559,2010,0.815425
1721,-0.472075,0,7,1559,2010,-0.472075
1722,-0.888699,0,7,1559,2010,-0.888699
1723,-0.482764,0,7,1559,2010,-0.482764
1724,1.329237,0,7,1559,2010,1.329237
1725,0.82769,0,7,1559,2010,0.82769
1726,0.003141,0,7,1559,2010,0.003141
1727,-0.020242,0,7,1559,2010,-0.020242
1728,-0.21572,0,7,1559,2010,-0.21572
1729,-0.492967,0,7,1559,2010,-0.492967
1730,-1.047433,0,7,1559,2010,-1.047433
1731,1.163077,0,7,1559,2010,1.163077
1732,0.785765,0,7,1559,2010,0.785765
1733,-0.373273,0,7,1559,2010,-0.373273
1734,-0.796993,0,7,1559,2010,-0.796993
1735,0.006898,0,7,1559,2010,0.006898
1736,0.016875,0,7,1559,2010,0.016875
1737,-0.301561,0,7,1559,2010,-0.301561
1738,0.605739,0,7,1559,2010,0.605739
1739,1.398857,0,7,1559,2010,1.398857
1740,-0.689883,0,7,1559,2010,-0.689883
1741,0.013896,0,7,1559,2010,0.013896
1742,1.363873,0,7,1559,2010,1.363873
1743,0.255008,0,7,1559,2010,0.255008
1744,1.723344,0,7,1559,2010,1.723344
1745,1.660423,0,7,1559,2010,1.660423
1746,-0.154338,0,7,1559,2010,-0.154338
1747,1.433177,0,7,1559,2010,1.433177
1748,0.911029,0,7,1559,2010,0.911029
1749,1.437204,0,7,1559,2010,1.437204
1750,-0.49151,0,7,1559,2010,-0.49151
1751,0.172612,0,7,1559,2010,0.172612
1752,0.609606,0,7,1559,2010,0.609606
1753,0.251585,0,7,1559,2010,0.251585
1754,0.11501,0,7,1559,2010,0.11501
1755,0.678562,0,7,1559,2010,0.678562
1756,-2.161455,0,7,1559,2010,-2.161455
1757,0.227816,0,7,1559,2010,0.227816
1758,0.050622,0,7,1559,2010,0.050622
1759,0.040872,0,7,1559,2010,0.040872
1760,-1.038009,0,7,1559,2010,-1.038009
1761,-0.051332,0,7,1559,2010,-0.051332
1762,0.064359,0,7,1559,2010,0.064359
1763,-0.427389,0,7,1559,2010,-0.427389
1764,0.682498,0,7,1559,2010,0.682498
1765,-0.843869,0,7,1559,2010,-0.843869
1766,0.212146,0,7,1559,2010,0.212146
1767,-0.158782,0,7,1559,2010,-0.158782
1768,-0.275664,0,7,1559,2010,-0.275664
1769,1.303777,0,7,1559,2010,1.303777
1770,1.260498,0,7,1559,2010,1.260498
1771,-0.347222,0,7,1559,2010,-0.347222
1772,-0.080447,0,7,1559,2010,-0.080447
1773,0.81592,0,7,1559,2010,0.81592
1774,0.764278,0,7,1559,2010,0.764278
1775,-0.75577,0,7,1559,2010,-0.75577
1776,-0.820664,0,7,1559,2010,-0.820664
1777,-0.447214,0,7,1559,2010,-0.447214
1778,-0.194476,0,7,1559,2010,-0.194476
1779,0.991588,0,7,1559,2010,0.991588
1780,0.922325,0,7,1559,2010,0.922325
1781,0.442726,0,7,1559,2010,0.442726
1782,0.129695,0,7,1559,2010,0.129695
1783,-0.901802,0,7,1559,2010,-0.901802
1784,-0.938647,0,7,1559,2010,-0.938647
1785,0.711995,0,7,1559,2010,0.711995
1786,-0.572078,0,7,1559,2010,-0.572078
1787,0.357034,0,7,1559,2010,0.357034
1788,0.278548,0,7,1559,2010,0.278548
1789,2.599218,0,7,1559,2010,2.599218
1790,-2.014823,0,7,1559,2010,-2.014823
1791,-0.396478,0,7,1559,2010,-0.396478
1792,0.857427,0,7,1559,2010,0.857427
1793,-0.381196,0,7,1559,2010,-0.381196
1794,0.817351,0,7,1559,2010,0.817351
1795,-0.35872,0,7,1559,2010,-0.35872
1796,1.271613,0,7,1559,2010,1.271613
1797,-0.309914,0,7,1559,2010,-0.309914
1798,-0.734607,0,7,1559,2010,-0.734607
1799,-1.441387,0,7,1559,2010,-1.441387
1800,0.71607,0,7,1559,2010,0.71607
1801,0.609349,0,7,1559,2010,0.609349
1802,0.855257,0,7,1559,2010,0.855257
1803,-0.041294,0,7,1559,2010,-0.041294
1804,-0.754335,0,7,1559,2010,-0.754335
1805,-0.713747,0,7,1559,2010,-0.713747
1806,-1.296801,0,7,1559,2010,-1.296801
1807,-0.517809,0,7,1559,2010,-0.517809
1808,-1.804586,0,7,1559,2010,-1.804586
1809,0.223209,0,7,1559,2010,0.223209
1810,0.128161,0,7,1559,2010,0.128161
1811,-1.188989,0,7,1559,2010,-1.188989
1812,0.320709,0,7,1559,2010,0.320709
1813,1.162261,0,7,1559,2010,1.162261
1814,1.802506,0,7,1559,2010,1.802506
1815,2.153861,0,7,1559,2010,2.153861
1816,1.26624,0,7,1559,2010,1.26624
1817,-0.224254,0,7,1559,2010,-0.224254
1818,0.320987,0,7,1559,2010,0.320987
1819,0.140999,0,7,1559,2010,0.140999
1820,-1.503246,0,7,1559,2010,-1.503246
1821,-0.55812,0,7,1559,2010,-0.55812
1822,0.369231,0,7,1559,2010,0.369231
1823,-0.3487,0,7,1559,2010,-0.3487
1824,1.128532,0,7,1559,2010,1.128532
1825,1.363763,0,7,1559,2010,1.363763
1826,1.181757,0,7,1559,2010,1.181757
1827,0.059708,0,7,1559,2010,0.059708
1828,1.066595,0,7,1559,2010,1.066595
1829,1.685322,0,7,1559,2010,1.685322
1830,0.377428,0,7,1559,2010,0.377428
1831,0.382076,0,7,1559,2010,0.382076
1832,-0.872525,0,7,1559,2010,-0.872525
1833,-0.454519,0,7,1559,2010,-0.454519
1834,-1.247206,0,7,1559,2010,-1.247206
1835,1.610883,0,7,1559,2010,1.610883
1836,1.188711,0,7,1559,2010,1.188711
1837,1.667897,0,7,1559,2010,1.667897
1838,0.199213,0,7,1559,2010,0.199213
1839,0.877474,0,7,1559,2010,0.877474
1840,0.895493,0,7,1559,2010,0.895493
1841,1.965525,0,7,1559,2010,1.965525
1842,-0.893088,0,7,1559,2010,-0.893088
1843,-1.379004,0,7,1559,2010,-1.379004
1844,0.156279,0,7,1559,2010,0.156279
1845,-2.909697,0,7,1559,2010,-2.909697
1846,-1.933957,0,7,1559,2010,-1.933957
1847,-0.789408,0,7,1559,2010,-0.789408
1848,0.376887,0,7,1559,2010,0.376887
1849,-0.510564,0,7,1559,2010,-0.510564
1850,0.972245,0,7,1559,2010,0.972245
1851,-0.11477,0,7,1559,2010,-0.11477
1852,-0.194744,0,7,1559,2010,-0.194744
1853,0.488799,0,7,1559,2010,0.488799
1854,1.798512,0,7,1559,2010,1.798512
1855,-0.795521,0,7,1559,2010,-0.795521
1856,0.662881,0,7,1559,2010,0.662881
1857,0.868567,0,7,1559,2010,0.868567
1858,0.251562,0,7,1559,2010,0.251562
1859,1.808975,0,7,1559,2010,1.808975
1860,-1.642134,0,7,1559,2010,-1.642134
1861,-0.751796,0,7,1559,2010,-0.751796
1862,-0.157105,0,7,1559,2010,-0.157105
1863,0.475583,0,7,1559,2010,0.475583
1864,1.392364,0,7,1559,2010,1.392364
1865,2.196665,0,7,1559,2010,2.196665
1866,1.520718,0,7,1559,2010,1.520718
1867,1.025145,0,7,1559,2010,1.025145
1868,1.052792,0,7,1559,2010,1.052792
1869,-0.954571,0,7,1559,2010,-0.954571
1870,0.606472,0,7,1559,2010,0.606472
1871,-0.37072,0,7,1559,2010,-0.37072
1872,0.705663,0,7,1559,2010,0.705663
1873,-0.469023,0,7,1559,2010,-0.469023
1874,0.24911,0,7,1559,2010,0.24911
1875,-0.82834,0,7,1559,2010,-0.82834
1876,-0.288341,0,7,1559,2010,-0.288341
1877,-0.957969,0,7,1559,2010,-0.957969
1878,1.552816,0,7,1559,2010,1.552816
1879,0.66291,0,7,1559,2010,0.66291
1880,-0.471973,0,7,1559,2010,-0.471973
1881,0.15364,0,7,1559,2010,0.15364
1882,-1.211523,0,7,1559,2010,-1.211523
1883,1.127916,0,7,1559,2010,1.127916
1884,-0.703856,0,7,1559,2010,-0.703856
1885,-0.325494,0,7,1559,2010,-0.325494
1886,1.955148,0,7,1559,2010,1.955148
1887,2.064387,0,7,1559,2010,2.064387
1888,0.060547,0,7,1559,2010,0.060547
1889,-0.058552,0,7,1559,2010,-0.058552
1890,-1.335287,0,7,1559,2010,-1.335287
1891,0.191298,0,7,1559,2010,0.191298
1892,-0.055936,0,7,1559,2010,-0.055936
1893,0.315673,0,7,1559,2010,0.315673
1894,0.117705,0,7,1559,2010,0.117705
1895,-1.396257,0,7,1559,2010,-1.396257
1896,-0.024429,0,7,1559,2010,-0.024429
1897,0.288115,0,7,1559,2010,0.288115
1898,0.743385,0,7,1559,2010,0.743385
1899,-0.281953,0,7,1559,2010,-0.281953
1900,-0.330948,0,7,1559,2010,-0.330948
1901,0.241247,0,7,1559,2010,0.241247
1902,-0.968757,0,7,1559,2010,-0.968757
1903,0.545758,0,7,1559,2010,0.545758
1904,-0.723204,0,7,1559,2010,-0.723204
1905,-0.887021,0,7,1559,2010,-0.887021
1906,1.003508,0,7,1559,2010,1.003508
1907,-0.134665,0,7,1559,2010,-0.134665
1908,-2.248639,0,7,1559,2010,-2.248639
1909,0.722671,0,7,1559,2010,0.722671
1910,2.2001,0,7,1559,2010,2.2001
1911,0.542448,0,7,1559,2010,0.542448
1912,1.363402,0,7,1559,2010,1.363402
1913,2.310341,0,7,1559,2010,2.310341
1914,1.411892,0,7,1559,2010,1.411892
1915,0.180402,0,7,1559,2010,0.180402
1916,-0.237847,0,7,1559,2010,-0.237847
1917,0.428333,0,7,1559,2010,0.428333
1918,0.022736,0,7,1559,2010,0.022736
1919,0.199376,0,7,1559,2010,0.199376
1920,-0.193711,0,7,1559,2010,-0.193711
1921,-0.689123,0,7,1559,2010,-0.689123
1922,-0.459878,0,7,1559,2010,-0.459878
1923,0.057661,0,7,1559,2010,0.057661
1924,0.736344,0,7,1559,2010,0.736344
1925,-0.437275,0,7,1559,2010,-0.437275
1926,-1.657854,0,7,1559,2010,-1.657854
1927,-0.015431,0,7,1559,2010,-0.015431
1928,0.583555,0,7,1559,2010,0.583555
1929,0.845081,0,7,1559,2010,0.845081
1930,-1.872781,0,7,1559,2010,-1.872781
1931,-0.026674,0,7,1559,2010,-0.026674
1932,0.663612,0,7,1559,2010,0.663612
1933,-1.007649,0,7,1559,2010,-1.007649
1934,-1.205831,0,7,1559,2010,-1.205831
1935,-2.266895,0,7,1559,2010,-2.266895
1936,-0.943981,0,7,1559,2010,-0.943981
1937,0.277059,0,7,1559,2010,0.277059
1938,-0.599194,0,7,1559,2010,-0.599194
1939,1.076328,0,7,1559,2010,1.076328
1940,-0.285446,0,7,1559,2010,-0.285446
1941,1.40195,0,7,1559,2010,1.40195
1942,1.365282,0,7,1559,2010,1.365282
1943,-1.136702,0,7,1559,2010,-1.136702
1944,0.605327,0,7,1559,2010,0.605327
1945,0.657814,0,7,1559,2010,0.657814
1946,-0.405308,0,7,1559,2010,-0.405308
1947,-1.457552,0,7,1559,2010,-1.457552
1948,-0.377855,0,7,1559,2010,-0.377855
1949,-0.372384,0,7,1559,2010,-0.372384
1950,-0.834433,0,7,1559,2010,-0.834433
1951,1.059062,0,7,1559,2010,1.059062
1952,-0.448886,0,7,1559,2010,-0.448886
1953,-0.763213,0,7,1559,2010,-0.763213
1954,-0.086813,0,7,1559,2010,-0.086813
1955,1.302849,0,7,1559,2010,1.302849
1956,-0.687426,0,7,1559,2010,-0.687426
1957,-1.419464,0,7,1559,2010,-1.419464
1958,-1.298023,0,7,1559,2010,-1.298023
1959,-0.050648,0,7,1559,2010,-0.050648
1960,0.711642,0,7,1559,2010,0.711642
1961,2.053144,0,7,1559,2010,2.053144
1962,0.021256,0,7,1559,2010,0.021256
1963,0.765903,0,7,1559,2010,0.765903
1964,0.186077,0,7,1559,2010,0.186077
1965,-1.220588,0,7,1559,2010,-1.220588
1966,-1.309969,0,7,1559,2010,-1.309969
1967,-1.939091,0,7,1559,2010,-1.939091
1968,-1.194064,0,7,1559,2010,-1.194064
1969,0.62802,0,7,1559,2010,0.62802
1970,0.179218,0,7,1559,2010,0.179218
1971,-0.875355,0,7,1559,2010,-0.875355
1972,0.663973,0,7,1559,2010,0.663973
1973,1.447187,0,7,1559,2010,1.447187
1974,2.199377,0,7,1559,2010,2.199377
1975,1.250605,0,7,1559,2010,1.250605
1976,-0.909446,0,7,1559,2010,-0.909446
1977,-0.786854,0,7,1559,2010,-0.786854
1978,-0.224103,0,7,1559,2010,-0.224103
1979,0.218633,0,7,1559,2010,0.218633
1980,2.002114,0,7,1559,2010,2.002114
1981,0.518531,0,7,1559,2010,0.518531
1982,0.03934,0,7,1559,2010,0.03934
1983,-0.101312,0,7,1559,2010,-0.101312
1984,0.036986,0,7,1559,2010,0.036986
1985,-0.536199,0,7,1559,2010,-0.536199
1986,0.064844,0,7,1559,2010,0.064844
1987,1.704311,0,7,1559,2010,1.704311
1988,2.395136,0,7,1559,2010,2.395136
1989,0.015846,0,7,1559,2010,0.015846
1990,0.917504,0,7,1559,2010,0.917504
1991,-0.228658,0,7,1559,2010,-0.228658
1992,0.187488,0,7,1559,2010,0.187488
1993,0.778701,0,7,1559,2010,0.778701
1994,-0.383367,0,7,1559,2010,-0.383367
1995,0.052404,0,7,1559,2010,0.052404
1996,-0.969736,0,7,1559,2010,-0.969736
1997,-0.869736,0,7,1559,2010,-0.869736
1998,-0.678282,0,7,1559,2010,-0.678282
1999,0.301157,0,7,1559,2010,0.301157
2000,1.350412,0,7,1559,2010,1.350412
2001,0.417303,0,7,1559,2010,0.417303
2002,0.004833,0,7,1559,2010,0.004833
2003,0.368719,0,7,1559,2010,0.368719
2004,-0.38328,0,7,1559,2010,-0.38328
2005,-1.388327,0,7,1559,2010,-1.388327
2006,0.356953,0,7,1559,2010,0.356953
2007,1.178711,0,7,1559,2010,1.178711
2008,-0.121034,0,7,1559,2010,-0.121034
2009,1.017347,0,7,1559,2010,1.017347
2010,0.128993,0,8,2011,2469,0.128993
2011,0.536018,0,8,2011,2469,0.536018
2012,0.073678,0,8,2011,2469,0.073678
2013,0.341914,0,8,2011,2469,0.341914
2014,0.797216,0,8,2011,2469,0.797216
2015,0.895813,0,8,2011,2469,0.895813
2016,1.706318,0,8,2011,2469,1.706318
2017,1.521426,0,8,2011,2469,1.521426
2018,-0.108383,0,8,2011,2469,-0.108383
2019,1.876915,0,8,2011,2469,1.876915
2020,-0.360765,0,8,2011,2469,-0.360765
2021,-0.066374,0,8,2011,2469,-0.066374
2022,-0.639571,0,8,2011,2469,-0.639571
2023,0.055785,0,8,2011,2469,0.055785
2024,0.014008,0,8,2011,2469,0.014008
2025,1.380114,0,8,2011,2469,1.380114
2026,-0.04252,0,8,2011,2469,-0.04252
2027,0.45327,0,8,2011,2469,0.45327
2028,0.069772,0,8,2011,2469,0.069772
2029,-0.211991,0,8,2011,2469,-0.211991
2030,-0.600754,0,8,2011,2469,-0.600754
2031,-0.870887,0,8,2011,2469,-0.870887
2032,1.336341,0,8,2011,2469,1.336341
2033,-0.146926,0,8,2011,2469,-0.146926
2034,0.183436,0,8,2011,2469,0.183436
2035,2.195452,0,8,2011,2469,2.195452
2036,0.827533,0,8,2011,2469,0.827533
2037,-0.053203,0,8,2011,2469,-0.053203
2038,-0.55154,0,8,2011,2469,-0.55154
2039,0.601466,0,8,2011,2469,0.601466
2040,-1.052075,0,8,2011,2469,-1.052075
2041,-0.554904,0,8,2011,2469,-0.554904
2042,-0.812756,0,8,2011,2469,-0.812756
2043,-1.204984,0,8,2011,2469,-1.204984
2044,-2.130263,0,8,2011,2469,-2.130263
2045,-0.310793,0,8,2011,2469,-0.310793
2046,-1.090077,0,8,2011,2469,-1.090077
2047,0.42531,0,8,2011,2469,0.42531
2048,-0.026076,0,8,2011,2469,-0.026076
2049,-0.224953,0,8,2011,2469,-0.224953
2050,-1.947085,0,8,2011,2469,-1.947085
2051,0.389644,0,8,2011,2469,0.389644
2052,0.703081,0,8,2011,2469,0.703081
2053,0.525833,0,8,2011,2469,0.525833
2054,0.115233,0,8,2011,2469,0.115233
2055,-0.358981,0,8,2011,2469,-0.358981
2056,-0.94525,0,8,2011,2469,-0.94525
2057,0.107145,0,8,2011,2469,0.107145
2058,0.089667,0,8,2011,2469,0.089667
2059,1.688718,0,8,2011,2469,1.688718
2060,1.664846,0,8,2011,2469,1.664846
2061,1.583098,0,8,2011,2469,1.583098
2062,-0.92649,0,8,2011,2469,-0.92649
2063,1.554038,0,8,2011,2469,1.554038
2064,1.739599,0,8,2011,2469,1.739599
2065,1.459566,0,8,2011,2469,1.459566
2066,1.340043,0,8,2011,2469,1.340043
2067,0.706157,0,8,2011,2469,0.706157
2068,1.69953,0,8,2011,2469,1.69953
2069,-0.224303,0,8,2011,2469,-0.224303
2070,1.01446,0,8,2011,2469,1.01446
2071,2.270589,0,8,2011,2469,2.270589
2072,-0.722295,0,8,2011,2469,-0.722295
2073,-1.282884,0,8,2011,2469,-1.282884
2074,-0.857611,0,8,2011,2469,-0.857611
2075,-0.165139,0,8,2011,2469,-0.165139
2076,0.943863,0,8,2011,2469,0.943863
2077,-0.516666,0,8,2011,2469,-0.516666
2078,-1.080131,0,8,2011,2469,-1.080131
2079,-1.774158,0,8,2011,2469,-1.774158
2080,-1.641537,0,8,2011,2469,-1.641537
2081,0.959269,0,8,2011,2469,0.959269
2082,-0.971004,0,8,2011,2469,-0.971004
2083,-0.780614,0,8,2011,2469,-0.780614
2084,-1.189667,0,8,2011,2469,-1.189667
2085,0.025232,0,8,2011,2469,0.025232
2086,1.785231,0,8,2011,2469,1.785231
2087,0.830538,0,8,2011,2469,0.830538
2088,1.019313,0,8,2011,2469,1.019313
2089,0.858646,0,8,2011,2469,0.858646
2090,-0.404182,0,8,2011,2469,-0.404182
2091,-0.166923,0,8,2011,2469,-0.166923
2092,-1.446598,0,8,2011,2469,-1.446598
2093,-0.939462,0,8,2011,2469,-0.939462
2094,0.357311,0,8,2011,2469,0.357311
2095,-0.684873,0,8,2011,2469,-0.684873
2096,0.986413,0,8,2011,2469,0.986413
2097,-0.507749,0,8,2011,2469,-0.507749
2098,0.534163,0,8,2011,2469,0.534163
2099,-0.181509,0,8,2011,2469,-0.181509
2100,0.649156,0,8,2011,2469,0.649156
2101,-1.027139,0,8,2011,2469,-1.027139
2102,-0.190706,0,8,2011,2469,-0.190706
2103,-0.25388,0,8,2011,2469,-0.25388
2104,-0.659069,0,8,2011,2469,-0.659069
2105,0.638616,0,8,2011,2469,0.638616
2106,0.625756,0,8,2011,2469,0.625756
2107,0.428271,0,8,2011,2469,0.428271
2108,-0.094968,0,8,2011,2469,-0.094968
2109,0.171758,0,8,2011,2469,0.171758
2110,0.03921,0,8,2011,2469,0.03921
2111,1.368247,0,8,2011,2469,1.368247
2112,0.942249,0,8,2011,2469,0.942249
2113,-0.919387,0,8,2011,2469,-0.919387
2114,1.785546,0,8,2011,2469,1.785546
2115,1.614803,0,8,2011,2469,1.614803
2116,0.855425,0,8,2011,2469,0.855425
2117,1.038866,0,8,2011,2469,1.038866
2118,-0.372059,0,8,2011,2469,-0.372059
2119,-2.029342,0,8,2011,2469,-2.029342
2120,-0.081463,0,8,2011,2469,-0.081463
2121,1.564749,0,8,2011,2469,1.564749
2122,1.202409,0,8,2011,2469,1.202409
2123,0.875587,0,8,2011,2469,0.875587
2124,0.459722,0,8,2011,2469,0.459722
2125,-1.118153,0,8,2011,2469,-1.118153
2126,0.233128,0,8,2011,2469,0.233128
2127,-0.203448,0,8,2011,2469,-0.203448
2128,0.99497,0,8,2011,2469,0.99497
2129,-0.993208,0,8,2011,2469,-0.993208
2130,0.486882,0,8,2011,2469,0.486882
2131,-0.645036,0,8,2011,2469,-0.645036
2132,-1.034359,0,8,2011,2469,-1.034359
2133,0.782217,0,8,2011,2469,0.782217
2134,0.348681,0,8,2011,2469,0.348681
2135,-1.267167,0,8,2011,2469,-1.267167
2136,0.478797,0,8,2011,2469,0.478797
2137,-0.015361,0,8,2011,2469,-0.015361
2138,-1.985883,0,8,2011,2469,-1.985883
2139,-1.360727,0,8,2011,2469,-1.360727
2140,0.92492,0,8,2011,2469,0.92492
2141,1.766357,0,8,2011,2469,1.766357
2142,0.137887,0,8,2011,2469,0.137887
2143,-0.697634,0,8,2011,2469,-0.697634
2144,-0.577007,0,8,2011,2469,-0.577007
2145,-0.382061,0,8,2011,2469,-0.382061
2146,2.363588,0,8,2011,2469,2.363588
2147,-2.081745,0,8,2011,2469,-2.081745
2148,0.178347,0,8,2011,2469,0.178347
2149,-1.403549,0,8,2011,2469,-1.403549
2150,-1.327081,0,8,2011,2469,-1.327081
2151,-2.992506,0,8,2011,2469,-2.992506
2152,-1.704013,0,8,2011,2469,-1.704013
2153,0.750383,0,8,2011,2469,0.750383
2154,1.219098,0,8,2011,2469,1.219098
2155,0.447122,0,8,2011,2469,0.447122
2156,-0.104635,0,8,2011,2469,-0.104635
2157,-0.290489,0,8,2011,2469,-0.290489
2158,0.667758,0,8,2011,2469,0.667758
2159,-0.015257,0,8,2011,2469,-0.015257
2160,-0.114062,0,8,2011,2469,-0.114062
2161,-1.50012,0,8,2011,2469,-1.50012
2162,-1.445692,0,8,2011,2469,-1.445692
2163,-1.297042,0,8,2011,2469,-1.297042
2164,0.344606,0,8,2011,2469,0.344606
2165,-0.152375,0,8,2011,2469,-0.152375
2166,-1.319547,0,8,2011,2469,-1.319547
2167,-0.435856,0,8,2011,2469,-0.435856
2168,-0.087765,0,8,2011,2469,-0.087765
2169,-0.102818,0,8,2011,2469,-0.102818
2170,0.500582,0,8,2011,2469,0.500582
2171,0.896588,0,8,2011,2469,0.896588
2172,2.074241,0,8,2011,2469,2.074241
2173,0.517282,0,8,2011,2469,0.517282
2174,0.384581,0,8,2011,2469,0.384581
2175,-0.04767,0,8,2011,2469,-0.04767
2176,-0.756744,0,8,2011,2469,-0.756744
2177,-0.508161,0,8,2011,2469,-0.508161
2178,-0.606012,0,8,2011,2469,-0.606012
2179,-0.563342,0,8,2011,2469,-0.563342
2180,-0.498583,0,8,2011,2469,-0.498583
2181,-0.963012,0,8,2011,2469,-0.963012
2182,-0.495635,0,8,2011,2469,-0.495635
2183,-0.606501,0,8,2011,2469,-0.606501
2184,-1.675426,0,8,2011,2469,-1.675426
2185,-1.966178,0,8,2011,2469,-1.966178
2186,-1.511568,0,8,2011,2469,-1.511568
2187,-0.197679,0,8,2011,2469,-0.197679
2188,-0.901751,0,8,2011,2469,-0.901751
2189,-0.024436,0,8,2011,2469,-0.024436
2190,0.042648,0,8,2011,2469,0.042648
2191,-0.968805,0,8,2011,2469,-0.968805
2192,-0.683934,0,8,2011,2469,-0.683934
2193,-0.297951,0,8,2011,2469,-0.297951
2194,0.446564,0,8,2011,2469,0.446564
2195,2.141989,0,8,2011,2469,2.141989
2196,-0.873567,0,8,2011,2469,-0.873567
2197,-1.361797,0,8,2011,2469,-1.361797
2198,-1.194153,0,8,2011,2469,-1.194153
2199,0.298934,0,8,2011,2469,0.298934
2200,-1.442081,0,8,2011,2469,-1.442081
2201,-0.287525,0,8,2011,2469,-0.287525
2202,-0.89592,0,8,2011,2469,-0.89592
2203,1.714859,0,8,2011,2469,1.714859
2204,0.068718,0,8,2011,2469,0.068718
2205,0.138694,0,8,2011,2469,0.138694
2206,0.783134,0,8,2011,2469,0.783134
2207,-0.103898,0,8,2011,2469,-0.103898
2208,0.849623,0,8,2011,2469,0.849623
2209,-1.940566,0,8,2011,2469,-1.940566
2210,-2.944305,0,8,2011,2469,-2.944305
2211,-0.339877,0,8,2011,2469,-0.339877
2212,0.935805,0,8,2011,2469,0.935805
2213,1.746445,0,8,2011,2469,1.746445
2214,-0.061829,0,8,2011,2469,-0.061829
2215,0.545834,0,8,2011,2469,0.545834
2216,-0.393915,0,8,2011,2469,-0.393915
2217,-0.693896,0,8,2011,2469,-0.693896
2218,-0.767012,0,8,2011,2469,-0.767012
2219,1.18117,0,8,2011,2469,1.18117
2220,1.402001,0,8,2011,2469,1.402001
2221,0.976762,0,8,2011,2469,0.976762
2222,-0.307625,0,8,2011,2469,-0.307625
